EmployeeID,Age,Gender,Department,JobRole,EducationField,MaritalStatus,BusinessTravel,Education,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
278,38,Female,Sales,Sales Executive,Medical,Divorced,Travel_Rarely,2,2,8,0,7,7
279,26,Female,Research & Development,Manufacturing Director,Life Sciences,Divorced,Travel_Frequently,3,2,6,5,1,4
280,50,Male,Research & Development,Research Director,Life Sciences,Divorced,Travel_Rarely,1,5,10,4,1,6
281,53,Male,Research & Development,Research Director,Medical,Married,Travel_Rarely,4,4,5,3,1,3
282,42,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,1,2,20,16,11,6
283,29,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Frequently,2,2,10,7,0,9
284,55,Male,Research & Development,Laboratory Technician,Technical Degree,Married,Travel_Rarely,2,2,10,7,0,8
285,26,Male,Research & Development,Healthcare Representative,Medical,Married,Travel_Frequently,2,2,5,3,3,3
286,37,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,17,12,5,7
287,44,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Frequently,3,1,1,0,0,0
288,38,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Travel_Rarely,4,2,2,2,1,2
289,26,Male,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Rarely,4,1,3,2,0,2
290,28,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,2,1,5,3,0,2
291,49,Female,Research & Development,Research Director,Life Sciences,Single,Travel_Frequently,4,5,3,2,1,2
292,36,Male,Research & Development,Research Scientist,Technical Degree,Single,Travel_Rarely,3,2,8,0,7,7
293,31,Female,Sales,Sales Representative,Marketing,Divorced,Travel_Frequently,3,1,2,2,2,2
294,26,Male,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,2,8,7,7,4
295,37,Male,Research & Development,Research Scientist,Medical,Married,Travel_Frequently,3,1,4,2,1,2
296,42,Female,Sales,Sales Executive,Marketing,Married,Travel_Frequently,3,4,20,4,4,8
297,18,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,3,1,0,0,0,0
298,35,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,3,11,9,6,9
299,36,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,4,1,1,0,0,0
300,51,Male,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,3,2,4,1,1,2
301,41,Male,Sales,Manager,Life Sciences,Single,Travel_Rarely,4,4,22,10,0,4
302,18,Female,Sales,Sales Representative,Medical,Single,Travel_Rarely,3,1,0,0,0,0
303,28,Male,Research & Development,Healthcare Representative,Medical,Single,Travel_Rarely,2,2,8,3,0,7
304,31,Male,Sales,Sales Executive,Technical Degree,Married,Travel_Rarely,3,2,8,7,7,7
305,39,Male,Research & Development,Healthcare Representative,Medical,Divorced,Travel_Rarely,3,3,18,10,3,7
306,36,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,4,2,9,8,0,8
307,32,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,3,2,13,8,4,8
308,38,Female,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,2,3,10,8,0,1
309,58,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Non-Travel,4,2,5,3,1,2
310,31,Male,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,4,1,5,2,0,3
311,31,Male,Human Resources,Human Resources,Human Resources,Married,Travel_Rarely,3,2,2,2,1,0
312,45,Male,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Frequently,3,3,24,9,9,11
313,31,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,4,1,2,2,2,2
314,33,Female,Research & Development,Manager,Life Sciences,Married,Travel_Frequently,4,3,10,6,8,8
315,39,Male,Research & Development,Manager,Medical,Married,Travel_Rarely,1,4,21,9,11,10
316,43,Female,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Frequently,4,1,8,7,1,7
317,49,Female,Research & Development,Healthcare Representative,Technical Degree,Single,Travel_Rarely,2,4,7,1,0,7
318,52,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,4,2,8,2,7,7
319,27,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,4,3,1,2
320,32,Female,Sales,Sales Executive,Technical Degree,Married,Travel_Rarely,2,2,13,12,11,9
321,27,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,3,2,5,4,0,4
322,31,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,3,2,7,7,1,7
323,32,Female,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,4,2,7,7,0,7
324,28,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,4,1,3,2,2,2
325,30,Female,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,2,2,10,8,1,9
326,31,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Frequently,2,3,10,9,8,9
327,39,Male,Research & Development,Manager,Medical,Married,Travel_Frequently,2,5,21,9,13,3
328,39,Female,Sales,Sales Executive,Medical,Married,Travel_Rarely,2,2,1,0,0,0
329,33,Male,Sales,Sales Executive,Marketing,Single,Travel_Frequently,3,2,7,7,0,1
330,47,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,5,5,3,2,1,1
331,43,Female,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Frequently,4,2,9,7,0,0
332,27,Male,Sales,Sales Executive,Marketing,Married,Non-Travel,1,2,5,4,1,4
333,54,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Frequently,4,2,4,3,0,3
334,43,Female,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Rarely,3,3,1,0,0,0
335,45,Male,Research & Development,Research Scientist,Other,Married,Travel_Rarely,4,2,10,9,9,8
336,40,Male,Sales,Sales Executive,Medical,Married,Travel_Rarely,2,2,4,3,0,2
337,29,Male,Research & Development,Laboratory Technician,Other,Married,Travel_Rarely,4,1,7,7,0,7
338,29,Male,Research & Development,Laboratory Technician,Other,Single,Travel_Rarely,5,1,3,2,2,2
339,30,Female,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,3,2,10,9,1,2
340,27,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,4,2,8,7,0,7
341,37,Male,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,2,2,6,2,0,4
342,38,Male,Research & Development,Research Director,Life Sciences,Divorced,Travel_Rarely,2,3,11,10,2,9
343,31,Female,Research & Development,Manufacturing Director,Medical,Single,Travel_Rarely,4,3,11,9,4,10
344,29,Female,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,1,2,7,7,1,7
345,35,Male,Research & Development,Manufacturing Director,Technical Degree,Single,Travel_Rarely,4,3,16,6,0,13
346,23,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,1,1,4,2,0,2
347,41,Male,Research & Development,Manufacturing Director,Medical,Single,Travel_Rarely,3,2,5,4,1,2
348,47,Male,Sales,Sales Representative,Medical,Single,Travel_Frequently,1,2,0,0,0,0
349,42,Female,Research & Development,Research Director,Life Sciences,Single,Travel_Rarely,5,4,1,0,0,0
350,29,Male,Sales,Sales Executive,Life Sciences,Married,Non-Travel,3,2,4,3,0,2
351,42,Male,Human Resources,Human Resources,Technical Degree,Divorced,Travel_Rarely,1,1,3,2,1,0
352,32,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,3,1,8,0,0,7
353,48,Female,Sales,Manager,Medical,Married,Travel_Rarely,1,3,0,0,0,0
354,37,Male,Research & Development,Research Scientist,Medical,Divorced,Travel_Rarely,3,2,7,7,6,7
355,30,Female,Sales,Sales Executive,Technical Degree,Married,Non-Travel,2,2,2,2,2,2
356,26,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,3,2,8,7,7,7
357,42,Male,Research & Development,Healthcare Representative,Other,Single,Travel_Rarely,4,2,1,0,0,0
358,21,Female,Sales,Sales Representative,Technical Degree,Single,Travel_Frequently,1,1,3,2,1,2
359,36,Female,Sales,Sales Executive,Medical,Single,Non-Travel,5,2,1,0,0,0
360,36,Male,Sales,Sales Executive,Medical,Married,Travel_Frequently,4,3,13,9,1,12
361,57,Male,Research & Development,Healthcare Representative,Medical,Married,Travel_Rarely,4,2,3,2,1,2
362,40,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,4,1,7,7,1,7
363,21,Male,Sales,Sales Representative,Medical,Single,Non-Travel,2,1,3,2,2,2
364,33,Female,Sales,Sales Representative,Marketing,Single,Travel_Rarely,3,1,1,0,0,0
365,37,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,3,1,5,4,0,3
366,46,Female,Research & Development,Manufacturing Director,Medical,Married,Non-Travel,4,2,1,0,0,0
367,41,Male,Sales,Sales Executive,Marketing,Single,Travel_Frequently,3,2,8,7,7,7
368,50,Male,Research & Development,Healthcare Representative,Technical Degree,Single,Travel_Rarely,3,3,4,3,1,3
369,40,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,2,2,6,4,1,0
370,31,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,4,1,2,2,2,2
371,21,Female,Sales,Sales Representative,Life Sciences,Single,Travel_Rarely,3,1,1,0,0,0
372,29,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,3,2,1,2
373,35,Male,Research & Development,Healthcare Representative,Life Sciences,Single,Travel_Rarely,4,2,1,1,0,0
374,27,Male,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Rarely,2,1,5,2,0,4
375,28,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,4,2,7,5,0,7
376,49,Male,Research & Development,Healthcare Representative,Other,Single,Travel_Rarely,3,3,5,2,0,0
377,51,Female,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,2,2,7,7,0,7
378,36,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,3,1,2,2,2,2
379,34,Male,Sales,Sales Executive,Marketing,Single,Non-Travel,3,2,5,2,0,4
380,55,Female,Research & Development,Manager,Life Sciences,Single,Travel_Rarely,3,4,5,4,1,2
381,24,Female,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,4,2,5,2,0,3
382,30,Male,Sales,Sales Representative,Technical Degree,Married,Travel_Rarely,1,1,1,0,0,0
383,26,Male,Research & Development,Research Scientist,Technical Degree,Single,Travel_Frequently,1,1,6,4,0,4
384,22,Female,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,3,1,2,1,1,2
385,36,Male,Sales,Sales Executive,Medical,Married,Travel_Rarely,2,3,10,9,9,0
386,30,Male,Research & Development,Research Scientist,Technical Degree,Single,Travel_Frequently,3,1,1,0,0,0
387,37,Female,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Rarely,3,1,18,7,12,17
388,40,Female,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,2,2,5,4,1,3
389,42,Female,Research & Development,Laboratory Technician,Life Sciences,Divorced,Travel_Rarely,4,1,5,2,1,2
390,37,Male,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,4,2,1,0,0,1
391,43,Male,Research & Development,Research Director,Life Sciences,Divorced,Travel_Rarely,3,4,25,10,3,9
392,40,Female,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,3,2,1,0,0,0
393,54,Male,Research & Development,Research Director,Medical,Married,Travel_Rarely,2,5,4,2,1,2
394,34,Female,Sales,Sales Executive,Marketing,Married,Non-Travel,4,2,3,2,1,2
395,31,Female,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,2,2,13,10,3,12
396,43,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Frequently,3,1,3,2,1,2
397,43,Female,Research & Development,Healthcare Representative,Other,Divorced,Travel_Rarely,4,2,5,2,0,2
398,25,Female,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,2,2,5,4,1,3
399,37,Female,Research & Development,Research Scientist,Medical,Married,Non-Travel,5,2,13,11,10,7
400,31,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,2,1,4,2,3,2
401,39,Male,Research & Development,Manager,Life Sciences,Divorced,Travel_Frequently,1,5,21,8,1,6
402,56,Female,Sales,Sales Executive,Life Sciences,Married,Travel_Frequently,3,4,7,7,7,7
403,30,Female,Sales,Sales Executive,Technical Degree,Single,Travel_Rarely,3,2,5,4,4,4
404,41,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,3,10,7,0,7
405,28,Male,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Rarely,2,2,10,0,1,8
406,25,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,3,1,2,2,0,2
407,52,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,3,3,5,4,0,4
408,45,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,2,1,2,2,0,2
409,52,Female,Research & Development,Manager,Life Sciences,Married,Travel_Rarely,2,4,5,2,1,4
410,42,Female,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Frequently,2,2,5,4,0,2
411,30,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,3,2,5,4,0,2
412,60,Female,Research & Development,Manager,Life Sciences,Married,Travel_Rarely,3,5,29,8,11,10
413,46,Female,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,3,2,10,7,0,8
414,42,Female,Research & Development,Healthcare Representative,Technical Degree,Married,Travel_Frequently,4,2,6,5,0,4
415,24,Female,Sales,Sales Representative,Technical Degree,Single,Travel_Rarely,1,1,5,3,1,4
416,34,Female,Sales,Sales Representative,Marketing,Divorced,Travel_Frequently,2,1,2,2,1,0
417,38,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,2,1,1,0,0,0
418,40,Female,Sales,Manager,Life Sciences,Married,Travel_Rarely,4,5,20,15,1,12
419,26,Female,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,3,1,3,2,0,2
420,30,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,3,1,5,3,1,4
421,29,Male,Research & Development,Research Director,Medical,Married,Travel_Rarely,4,3,10,2,0,7
422,29,Female,Research & Development,Research Scientist,Technical Degree,Married,Travel_Rarely,5,1,2,2,1,1
423,19,Male,Human Resources,Human Resources,Technical Degree,Single,Travel_Rarely,2,1,1,0,0,0
424,30,Female,Sales,Sales Executive,Other,Married,Non-Travel,4,3,9,8,7,8
425,57,Male,Sales,Manager,Marketing,Divorced,Travel_Rarely,3,4,1,0,0,0
426,50,Male,Research & Development,Manager,Life Sciences,Married,Travel_Rarely,4,4,27,10,15,7
427,30,Female,Research & Development,Laboratory Technician,Medical,Single,Non-Travel,3,1,11,7,6,7
428,60,Female,Sales,Sales Executive,Marketing,Married,Travel_Frequently,3,3,18,13,13,11
429,47,Female,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,2,2,5,0,0,4
430,46,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,3,4,3,2,0,1
431,35,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,3,1,5,4,4,3
432,54,Female,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,4,2,1,0,0,0
433,34,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Rarely,4,1,7,3,5,7
434,46,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,3,3,2,1,2
435,31,Male,Research & Development,Manufacturing Director,Life Sciences,Divorced,Travel_Rarely,1,3,13,8,0,8
436,33,Male,Research & Development,Manager,Medical,Married,Travel_Rarely,1,3,7,6,7,7
437,33,Male,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Rarely,1,1,4,3,1,3
438,30,Male,Sales,Sales Representative,Marketing,Single,Travel_Rarely,1,1,3,2,1,2
439,35,Male,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Rarely,3,3,8,7,0,0
440,31,Male,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Frequently,3,3,1,0,0,0
441,34,Female,Human Resources,Human Resources,Human Resources,Divorced,Travel_Frequently,3,3,3,2,0,2
442,42,Male,Research & Development,Laboratory Technician,Other,Married,Travel_Frequently,2,1,2,2,2,0
443,36,Male,Sales,Sales Executive,Medical,Single,Non-Travel,4,3,10,3,9,7
444,22,Male,Research & Development,Laboratory Technician,Technical Degree,Single,Travel_Frequently,1,1,2,2,1,2
445,48,Female,Sales,Sales Executive,Marketing,Married,Travel_Rarely,5,2,9,7,6,7
446,55,Female,Sales,Manager,Life Sciences,Single,Travel_Rarely,5,4,10,9,7,7
447,41,Male,Sales,Sales Executive,Life Sciences,Single,Non-Travel,2,2,14,3,1,10
448,35,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,2,11,9,6,9
449,40,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,3,4,20,6,5,13
450,39,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,1,1,8,3,0,7
451,31,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,1,2,6,5,0,5
452,42,Male,Research & Development,Manufacturing Director,Medical,Married,Travel_Rarely,3,3,10,9,5,8
453,45,Male,Sales,Sales Executive,Other,Married,Travel_Rarely,3,2,8,7,3,7
454,26,Female,Human Resources,Human Resources,Life Sciences,Divorced,Travel_Frequently,4,1,7,7,1,0
455,29,Male,Research & Development,Manufacturing Director,Technical Degree,Divorced,Travel_Rarely,3,2,3,2,1,2
456,33,Female,Research & Development,Research Director,Medical,Divorced,Travel_Rarely,5,4,6,1,0,5
457,31,Male,Sales,Manager,Life Sciences,Divorced,Travel_Rarely,3,3,5,4,0,1
458,18,Male,Sales,Sales Representative,Marketing,Single,Travel_Frequently,3,1,0,0,0,0
459,40,Male,Sales,Sales Executive,Other,Divorced,Non-Travel,3,3,1,0,0,1
460,41,Female,Research & Development,Healthcare Representative,Other,Single,Non-Travel,4,2,8,7,0,7
461,26,Male,Sales,Sales Executive,Medical,Divorced,Travel_Rarely,2,2,0,0,0,0
462,35,Female,Sales,Sales Executive,Medical,Single,Travel_Rarely,3,2,5,4,0,3
463,34,Male,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,4,2,10,7,5,7
464,26,Male,Research & Development,Laboratory Technician,Technical Degree,Single,Travel_Rarely,3,1,1,0,0,0
465,37,Female,Research & Development,Manufacturing Director,Technical Degree,Single,Travel_Rarely,3,3,6,5,1,2
466,46,Female,Research & Development,Healthcare Representative,Medical,Married,Travel_Frequently,1,3,2,2,1,2
467,41,Female,Sales,Manager,Life Sciences,Married,Travel_Rarely,5,4,18,16,11,8
468,37,Male,Sales,Sales Executive,Medical,Divorced,Non-Travel,4,3,9,5,7,7
469,52,Male,Research & Development,Research Scientist,Technical Degree,Divorced,Travel_Rarely,2,2,10,9,6,9
470,32,Male,Sales,Sales Executive,Other,Married,Non-Travel,4,2,4,2,1,2
471,24,Male,Sales,Sales Representative,Medical,Married,Travel_Frequently,3,1,2,2,2,1
472,38,Female,Research & Development,Healthcare Representative,Medical,Married,Travel_Rarely,3,2,1,0,0,0
473,37,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,4,2,6,5,4,3
474,49,Male,Research & Development,Research Director,Life Sciences,Divorced,Travel_Rarely,4,5,31,9,0,9
475,24,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,3,1,6,5,1,4
476,26,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,2,2,5,3,1,4
477,24,Male,Research & Development,Laboratory Technician,Other,Married,Travel_Rarely,2,1,1,0,0,0
478,50,Male,Human Resources,Manager,Medical,Married,Travel_Frequently,3,5,32,5,10,7
479,25,Male,Sales,Sales Representative,Medical,Married,Travel_Rarely,1,1,7,4,0,6
480,24,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Frequently,3,1,6,3,1,2
481,30,Male,Sales,Sales Representative,Life Sciences,Married,Travel_Frequently,4,1,1,0,0,0
482,34,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,2,1,6,5,1,3
483,31,Male,Sales,Sales Executive,Medical,Divorced,Travel_Rarely,4,2,3,1,1,2
484,35,Male,Research & Development,Laboratory Technician,Other,Single,Travel_Rarely,2,2,3,2,0,2
485,31,Male,Sales,Sales Executive,Medical,Divorced,Travel_Rarely,4,2,7,7,5,7
486,27,Female,Research & Development,Research Scientist,Medical,Divorced,Travel_Rarely,4,1,5,3,0,3
487,37,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,3,2,3,0,1,0
488,20,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,3,1,1,0,0,0
489,42,Female,Research & Development,Healthcare Representative,Life Sciences,Married,Travel_Rarely,4,2,10,2,2,2
490,43,Male,Research & Development,Research Director,Other,Divorced,Travel_Rarely,4,4,1,0,0,0
491,38,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,1,1,0,0,0,0
492,43,Male,Research & Development,Laboratory Technician,Medical,Divorced,Travel_Frequently,5,2,8,7,4,7
493,48,Female,Research & Development,Manager,Life Sciences,Married,Travel_Rarely,4,4,3,2,0,2
494,44,Female,Human Resources,Human Resources,Life Sciences,Single,Travel_Rarely,4,2,2,2,0,2
495,34,Female,Sales,Sales Representative,Technical Degree,Divorced,Travel_Rarely,3,1,8,2,0,6
496,27,Male,Sales,Sales Representative,Marketing,Divorced,Travel_Rarely,1,1,4,3,0,2
497,21,Male,Sales,Sales Representative,Technical Degree,Single,Travel_Rarely,1,1,3,2,1,2
498,44,Male,Research & Development,Manager,Other,Married,Travel_Rarely,4,5,2,2,0,1
499,22,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,1,1,2,2,2,2
500,33,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,4,2,5,0,1,2
501,32,Female,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,4,2,6,4,0,5
502,30,Female,Research & Development,Research Scientist,Medical,Divorced,Travel_Frequently,3,1,1,0,0,0
503,53,Female,Sales,Sales Executive,Medical,Single,Travel_Rarely,1,2,14,7,8,10
504,34,Male,Research & Development,Research Scientist,Life Sciences,Married,Travel_Rarely,5,1,10,9,8,8
505,45,Female,Sales,Sales Executive,Life Sciences,Married,Travel_Frequently,4,2,1,1,0,0
506,26,Female,Research & Development,Laboratory Technician,Life Sciences,Married,Travel_Rarely,3,1,3,2,0,2
507,37,Male,Research & Development,Manufacturing Director,Other,Married,Travel_Rarely,3,3,10,7,7,8
508,29,Female,Sales,Sales Executive,Medical,Married,Travel_Rarely,2,2,6,0,1,2
509,35,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,4,2,17,11,11,8
510,33,Male,Research & Development,Healthcare Representative,Life Sciences,Divorced,Travel_Frequently,3,2,13,11,4,7
511,54,Male,Human Resources,Human Resources,Medical,Married,Travel_Rarely,4,3,9,7,7,1
512,36,Male,Research & Development,Manufacturing Director,Medical,Divorced,Travel_Rarely,2,2,3,2,0,2
513,27,Male,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,4,1,4,2,1,1
514,20,Male,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,1,1,1,0,1,1
515,33,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Frequently,3,1,10,8,9,7
516,35,Male,Research & Development,Laboratory Technician,Life Sciences,Married,Non-Travel,3,1,1,0,0,0
517,23,Male,Research & Development,Research Scientist,Medical,Married,Travel_Rarely,3,1,3,2,0,2
518,25,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Rarely,3,2,3,2,1,2
519,38,Female,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,2,7,7,0,5
520,29,Male,Research & Development,Research Scientist,Life Sciences,Divorced,Travel_Frequently,4,1,10,7,2,8
521,48,Male,Sales,Sales Executive,Marketing,Married,Travel_Rarely,1,2,2,2,2,2
522,27,Female,Sales,Sales Executive,Medical,Divorced,Travel_Frequently,1,2,6,5,0,4
523,37,Male,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,2,1,1,0,0,0
524,50,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,1,1,20,8,3,8
525,34,Female,Research & Development,Healthcare Representative,Medical,Single,Travel_Rarely,3,3,8,7,7,7
526,24,Female,Sales,Sales Executive,Life Sciences,Single,Travel_Rarely,2,2,2,2,2,0
527,39,Female,Research & Development,Healthcare Representative,Technical Degree,Single,Travel_Rarely,4,2,20,7,11,10
528,32,Male,Sales,Sales Executive,Marketing,Single,Travel_Rarely,3,2,10,7,0,8
529,50,Male,Sales,Sales Executive,Technical Degree,Married,Travel_Frequently,2,2,4,3,1,3
530,38,Female,Research & Development,Healthcare Representative,Life Sciences,Single,Travel_Rarely,4,2,9,7,1,8
531,27,Female,Research & Development,Manufacturing Director,Life Sciences,Married,Travel_Rarely,2,3,9,7,0,7
532,32,Female,Research & Development,Research Director,Life Sciences,Single,Travel_Rarely,2,3,7,7,7,7
533,47,Male,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,2,7,7,1,7
534,40,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Frequently,4,3,18,13,1,12
535,53,Male,Research & Development,Research Director,Life Sciences,Married,Travel_Rarely,3,4,5,1,1,3
536,41,Male,Human Resources,Manager,Human Resources,Divorced,Travel_Rarely,4,5,21,6,12,6
537,60,Male,Sales,Sales Executive,Marketing,Single,Travel_Rarely,4,2,2,2,2,2
538,27,Male,Research & Development,Manufacturing Director,Life Sciences,Divorced,Travel_Frequently,2,3,9,7,1,7
539,41,Male,Human Resources,Manager,Human Resources,Married,Travel_Rarely,3,5,22,7,2,10
540,50,Male,Sales,Sales Representative,Marketing,Married,Travel_Rarely,4,1,2,2,2,2
541,28,Female,Research & Development,Research Scientist,Life Sciences,Single,Travel_Rarely,2,1,7,7,3,7
542,36,Female,Research & Development,Research Director,Life Sciences,Married,Non-Travel,3,3,8,7,0,5
543,38,Female,Research & Development,Manufacturing Director,Life Sciences,Single,Travel_Rarely,3,3,1,0,0,0
544,44,Male,Research & Development,Laboratory Technician,Medical,Single,Non-Travel,3,1,5,2,1,4
545,47,Female,Sales,Sales Executive,Medical,Divorced,Travel_Frequently,3,4,22,2,11,13
546,30,Male,Sales,Sales Executive,Marketing,Divorced,Travel_Rarely,5,2,8,7,7,7
547,29,Male,Sales,Sales Representative,Life Sciences,Single,Travel_Rarely,3,1,1,0,0,0
548,42,Male,Research & Development,Research Scientist,Medical,Divorced,Travel_Frequently,3,1,2,2,2,2
549,43,Male,Sales,Sales Executive,Life Sciences,Married,Travel_Frequently,3,2,2,2,2,2
550,34,Female,Research & Development,Healthcare Representative,Medical,Single,Travel_Rarely,2,2,5,1,4,3
551,23,Male,Research & Development,Laboratory Technician,Medical,Married,Travel_Rarely,1,1,4,3,0,2
552,39,Female,Human Resources,Human Resources,Human Resources,Married,Travel_Rarely,3,2,8,3,3,6
553,56,Male,Research & Development,Healthcare Representative,Medical,Married,Travel_Rarely,3,4,10,7,1,1
554,40,Female,Research & Development,Research Scientist,Medical,Single,Travel_Rarely,1,1,4,2,2,3
555,27,Female,Research & Development,Healthcare Representative,Medical,Single,Travel_Rarely,3,2,7,6,0,7
556,29,Male,Sales,Sales Representative,Marketing,Divorced,Travel_Rarely,3,1,2,2,2,2
557,53,Male,Research & Development,Laboratory Technician,Life Sciences,Single,Travel_Rarely,3,2,2,2,2,2
